ORDER_NUMBER,ORDER_TYPE,ORDER_DESCRIPTION,ISSUE_CODE,ISSUE_DESCRIPTION,MAINT_ACTIVITY_TYPE,MAINT_ACTIVITY_DESCRIPTION,ORDER_CREATE_DATE,ORDER_CREATE_TIME,JOB_PRIORITY,SUBURB,STREET,HOUSE_NUM1,HOUSE_NUM2,POSTCODE,FITTER_DISTRICT,WORK_TIME_ELAPSED
401563122,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190816,08:53:42,A,WOOLOOWARE,WILLS RD,1,DUP 2,2230,350,80
401565019,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190819,09:22:44,A,GLENWOOD,KOSMINA ST,6,LOT149,2768,220,155
401565019,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190819,09:22:44,A,GLENWOOD,KOSMINA ST,6,LOT149,2768,220,155
401565019,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190819,09:22:44,A,GLENWOOD,KOSMINA ST,6,LOT149,2768,220,145
401565019,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190819,09:22:44,A,GLENWOOD,KOSMINA ST,6,LOT149,2768,220,145
401566068,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190820,08:50:54,A,ORANGE,BURRENDONG WAY,346,LOT6,2800,810,150
401566068,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190820,08:50:54,A,ORANGE,BURRENDONG WAY,346,LOT6,2800,810,150
401566068,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190820,08:50:54,A,ORANGE,BURRENDONG WAY,346,LOT6,2800,810,150
401566068,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190820,08:50:54,A,ORANGE,BURRENDONG WAY,346,LOT6,2800,810,150
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,70
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,70
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,70
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,70
401555575,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190808,07:47:36,A,CAMERON PARK,PORTLAND DR,61,F 1,2285,502,82
401555575,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190808,07:47:36,A,CAMERON PARK,PORTLAND DR,61,F 1,2285,502,82
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,35
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,35
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,35
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,35
401563361,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190816,11:31:45,A,RANDWICK,SULLY ST,15,U 2,2031,310,55
401563361,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190816,11:31:45,A,RANDWICK,SULLY ST,15,U 2,2031,310,55
401563361,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190816,11:31:45,A,RANDWICK,SULLY ST,15,U 2,2031,310,55
401563361,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190816,11:31:45,A,RANDWICK,SULLY ST,15,U 2,2031,310,55
401555575,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190808,07:47:36,A,CAMERON PARK,PORTLAND DR,61,F 1,2285,502,75
401555575,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190808,07:47:36,A,CAMERON PARK,PORTLAND DR,61,F 1,2285,502,75
401558858,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190812,13:34:25,A,CAMPBELLTOWN,THERRY RD AND CENTRAL RD,,,2560,250,306
401558858,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190812,13:34:25,A,CAMPBELLTOWN,THERRY RD AND CENTRAL RD,,,2560,250,306
401558858,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190812,13:34:25,A,CAMPBELLTOWN,THERRY RD AND CENTRAL RD,,,2560,250,306
401558858,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190812,13:34:25,A,CAMPBELLTOWN,THERRY RD AND CENTRAL RD,,,2560,250,306
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,85
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,85
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,85
401551777,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190805,12:33:17,A,GREGORY HILLS,MURRUMBIDGEE ST,6,LOT741,2557,250,85
401547677,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190803,09:08:56,A,ROSE BAY,OLD SOUTH HEAD RD,668,,2029,310,94
401547677,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190803,09:08:56,A,ROSE BAY,OLD SOUTH HEAD RD,668,,2029,310,94
401547677,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190803,09:08:56,A,ROSE BAY,OLD SOUTH HEAD RD,668,,2029,310,94
401547677,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190803,09:08:56,A,ROSE BAY,OLD SOUTH HEAD RD,668,,2029,310,94
401546652,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190801,21:01:38,A,MERRYLANDS,MERRYLANDS RD,256,,2160,210,144
401546652,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190801,21:01:38,A,MERRYLANDS,MERRYLANDS RD,256,,2160,210,144
401546652,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190801,21:01:38,A,MERRYLANDS,MERRYLANDS RD,256,,2160,210,144
401546652,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190801,21:01:38,A,MERRYLANDS,MERRYLANDS RD,256,,2160,210,144
401552750,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190806,02:52:53,A,WOY WOY,VICTORIA RD,,,2256,120,160
401552750,GTWA,Trouble/Fault Order without Account,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190806,02:52:53,A,WOY WOY,VICTORIA RD,,,2256,120,160
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,60
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,60
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,60
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,60
401561306,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190814,14:31:43,A,HOLSWORTHY,SABRE CRES,11,LOT110,2173,250,71
401561306,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190814,14:31:43,A,HOLSWORTHY,SABRE CRES,11,LOT110,2173,250,71
401561306,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190814,14:31:43,A,HOLSWORTHY,SABRE CRES,11,LOT110,2173,250,71
401561306,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190814,14:31:43,A,HOLSWORTHY,SABRE CRES,11,LOT110,2173,250,71
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,150
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,150
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,150
401557041,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190809,11:27:37,A,VAUCLUSE,ISABEL AVE,5,U 1,2030,310,150
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
401569437,GTNO,Normal Trouble/Fault Order,X31,LARGE GAS ESCAPE (MAIN/NETWRK COMPONENT),EMG,Emergency,20190821,14:00:24,A,HORNSBY,SHERBROOK RD,77,,2077,435,65
